scientificName,taxonRank,vernacularName,taxonID,kingdom,phylum,class,order,family,genus,acceptedNameUsage
Ornebius bimaculatus,species,二斑奧蟋,KL_Insect_0000257,,,,,,,
Velarifictorus,genus,鬥蟋屬,KL_Insect_0000258,,,,,,,
Plagiolepis,genus,斜山蟻屬,KL_Insect_0000261,,,,,,,
Tomosvaryella,genus,刀蠅屬,KL_Insect_0000264,,,,,,,
Muscidae,family,家蠅科,KL_Insect_0000265,,,,,,,
Chironomidae,family,搖蚊科,KL_Insect_0000266,,,,,,,
Melapia kishidai,species,三角斑裳蛾,KL_Insect_0000269,,,,,,,
Mocis undata,species,毛脛裳蛾,KL_Insect_0000270,,,,,,,
Asota caricae,species,一點擬燈蛾,KL_Insect_0000271,,,,,,,
Cnaphalocrocis medinalis,species,瘤野螟,KL_Insect_0000272,,,,,,,
Harpalus,genus,婪步甲屬,KL_Insect_0000273,,,,,,,
Acrida,genus,劍角蝗屬,KL_Insect_0000275,,,,,,,
Diniella,genus,赤喉長蝽屬,KL_Insect_0000283,,,,,,,
Stirellus,genus,矛葉蟬屬,KL_Insect_0000284,,,,,,,
Pompilidae,family,蛛蜂科,KL_Insect_0000286,,,,,,,
Tapinoma melanogaster,species,黑頭慌蟻,KL_Insect_0000288,,,,,,,
Xyphon,genus,尖頭葉蟬,KL_Insect_0000289,,,,,,,
Popillia taiwana,species,台灣豆金龜,KL_Insect_0000290,,,,,,,
Schizaspidia,genus,角胸蟻小蜂,KL_Insect_0000291,,,,,,,
Discomyza,genus,渚蠅,KL_Insect_0000292,,,,,,,
Pieris rapae,species,白粉蝶,KL_Insect_0000293,,,,,,,
Pseudozizeeria maha,species,藍灰蝶,KL_Insect_0000294,,,,,,,
Gigantothrips,genus,瘦管薊馬,KL_Insect_0000295,,,,,,,
Megachile,genus,切葉蜂屬,KL_Insect_0000296,,,,,,,
Paragus crenulatus,species,澳亞蚜蠅,KL_Insect_0000297,,,,,,,
Scymnus fuscatus,genus,棕色毛瓢蟲,KL_Insect_0000298,,,,,,,
Nitidulidae,family,出尾蟲科,KL_Insect_0000299,,,,,,,
Synclisis kawaii,species,三齒蟻蛉,KL_Insect_0000300,,,,,,,
Anax,genus,偉蜓屬,KL_Insect_0000301,,,,,,,
Agrius convolvuli,species,白薯天蛾,KL_Insect_0000302,,,,,,,
Hydrophilidae,family,牙蟲科,KL_Insect_0000303,,,,,,,
Xanthopimpla,genus,黑點瘤姬蜂屬,KL_Insect_0000304,,,,,,,
Mesovelia horvathi,species,日本水椿象,KL_Insect_0000305,,,,,,,
Paraplea frontalis,species,高額鄰固蝽,KL_Insect_0000306,,,,,,,
Syrphidae,family,食蚜蠅科,KL_Insect_0000307,,,,,,,
Eublemma cochylioides,species,涓獵裳蛾,KL_Insect_0000308,,,,,,,
Cletus punctiger,species,稻棘緣蝽,KL_Insect_0000309,,,,,,,
Gonocephalum coenosum,species,角肩潛砂蟲,KL_Insect_0000310,,,,,,,
Gekko hokouensis,species,鉛山壁虎,KL_Reptile_0000001,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Gekko, 
Laticauda semifasciata,species,闊帶青斑海蛇,KL_Reptile_0000002,,,,,,, 
Dermochelys coriacea,species,革龜,KL_Reptile_0000003,,,,,,, 
Chelonia mydas,species,綠蠵龜,KL_Reptile_0000004,,,,,,, 
Chelonia,genus,海龜屬,KL_Reptile_0000005,,,,,,,
Cyrtomium falcatum,species,全緣貫眾蕨,KL_Plant_0000001,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Cyrtomium, 
Pteris fauriei var. fauriei,variety,傅氏鳳尾蕨,KL_Plant_0000002,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Pteris,
Haplopteris anguste-elongata,species,姬書帶蕨,KL_Plant_0000003,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Haplopteris, 
Odontosoria biflora,species,闊片烏蕨,KL_Plant_0000004,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Lindsaeaceae,Odontosoria, 
Nephrolepis biserrata,species,長葉腎蕨,KL_Plant_0000005,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Nephrolepidaceae,Nephrolepis, 
Tetragonia tetragonoides,species,番杏,KL_Plant_0000006,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Tetragonia, 
Sagina japonica,species,瓜槌草,KL_Plant_0000007,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Sagina, 
Morus australis,species,小葉桑,KL_Plant_0000008,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Broussonetia, 
Persicaria chinensis,species,火炭母草,KL_Plant_0000009,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria, 
Rumex crispus,species,羊蹄,KL_Plant_0000010,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex, 
Cocculus orbiculatus,species,木防己,KL_Plant_0000011,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Menispermaceae,Cocculus, 
Boerhavia diffusa,species,黃細心,KL_Plant_0000012,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Boerhavia, 
Boerhavia glabrata,species,光果黃細心,KL_Plant_0000013,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Boerhavia, 
Portulaca oleracea,species,馬齒莧,KL_Plant_0000014,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca, 
Portulaca pilosa,species,毛馬齒莧,KL_Plant_0000015,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca, 
Chenopodium acuminatum,species,變葉藜,KL_Plant_0000016,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodium, 
Chenopodium ambrosioides,species,臭莧,KL_Plant_0000017,,,,,,,Chenopodium ambrosioides L.
Suaeda maritima,species,裸花鹼蓬,KL_Plant_0000018,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Suaeda,Suaeda maritima (L.) Dum.
Sedum formosanum,species,台灣佛甲草（石板菜）,KL_Plant_0000019,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum, 
Oxalis corniculata,species,酢漿草,KL_Plant_0000020,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis, 
Centella asiatica,species,雷公根,KL_Plant_0000021,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Centella, 
Pittosporum tobira,species,海桐,KL_Plant_0000022,Plantae,Tracheophyta,Magnoliopsida,Apiales,Pittosporaceae,Pittosporum, 
Lysimachia mauritiana,species,茅毛珍珠菜,KL_Plant_0000023,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Lysimachia, 
Hedyotis strigulosa,species,脈耳草,KL_Plant_0000024,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Hedyotis, 
Morinda umbellata,species,繖花藤,KL_Plant_0000025,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Morinda, 
Cuscuta australis,species,菟絲子,KL_Plant_0000026,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Cuscuta, 
Dichondra micrantha,species,馬蹄金,KL_Plant_0000027,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Dichondra, 
Ipomoea obscura,species,馬鞍藤,KL_Plant_0000028,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea, 
Callicarpa japonica,species,朝鮮紫珠,KL_Plant_0000029,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Callicarpa, 
Leonurus japonicus,species,益母草,KL_Plant_0000030,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Leonurus, 
Leucas mollissima,species,白花草,KL_Plant_0000031,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Leucas, 
Corydalis racemosa,species,小花黃堇,KL_Plant_0000032,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Corydalis, 
Corydalis koidzumiana,species,密花黃堇,KL_Plant_0000033,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Corydalis, 
Scaevola sericea,species,草海桐,KL_Plant_0000034,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Scaevola, 
Artemisia capillaris,species,茵陳蒿,KL_Plant_0000035,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia, 
Bidens pilosa,species,大花咸豐草,KL_Plant_0000036,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bidens, 
Conyza bonariensis,species,美洲假蓬,KL_Plant_0000037,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron, 
Conyza canadensis,species,加拿大蓬,KL_Plant_0000038,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron, 
Conyza sumatrensis,species,野茼蒿,KL_Plant_0000039,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Conyza, 
Crossostephium chinense,species,蘄艾,KL_Plant_0000040,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crossostephium, 
Emilia sonchifolia,species,紫背草,KL_Plant_0000041,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Emilia, 
Erigeron bonariensis,species,野塘蒿,KL_Plant_0000042,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron, 
Gnaphalium affine,species,鼠麴草,KL_Plant_0000043,,,,,,, 
Gnaphalium calviceps,species,直莖鼠麴草,KL_Plant_0000044,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gamochaeta, 
Gnaphalium purpureum,species,鼠麴舅,KL_Plant_0000045,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gamochaeta, 
Lactuca sororia,species,山萵苣,KL_Plant_0000046,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Paraprenanthes, 
Pterocypsela formosana,species,台灣山萵苣,KL_Plant_0000047,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Lactuca, 
Sonchus oleraceus,species,苦滇菜,KL_Plant_0000048,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sonchus, 
Wedelia biflora,species,雙花蟛蜞菊,KL_Plant_0000049,,,,,,, 
Wedelia prostrata var. prostrata,variety,天蓬草舅,KL_Plant_0000050,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Melanthera, 
Wedelia prostrata var. robusta Makino,variety,大天蓬草舅,KL_Plant_0000051,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Melanthera, 
Youngia japonica,species,黃鵪菜,KL_Plant_0000052,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Youngia, 
Oenothera laciniata,species,裂葉月見草,KL_Plant_0000053,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera, 
Raphanus sativus,species,濱蘿蔔,KL_Plant_0000054,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus, 
Canavalia rosea,species,濱刀豆,KL_Plant_0000055,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Canavalia, 
Vigna marina,species,濱豇豆,KL_Plant_0000056,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vigna, 
Pilea peploides,species,齒葉矮冷水麻,KL_Plant_0000057,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Pilea, 
Commelina communis,species,鴨跖草,KL_Plant_0000058,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Commelina, 
Commelina diffusa,species,竹仔菜,KL_Plant_0000059,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Commelina, 
Carex breviculmis,species,短莖宿柱薹,KL_Plant_0000060,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex, 
Cyperus polystachyos,species,多柱扁莎,KL_Plant_0000061,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus, 
Fimbristylis cymosa,species,乾溝飄拂草,KL_Plant_0000062,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Fimbristylis, 
Fimbristylis dichotoma,species,竹子飄拂草,KL_Plant_0000063,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Fimbristylis, 
Cyperus serotinus,species,水莎草,KL_Plant_0000064,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,Cyperus serotinus Rottb.
Kyllinga brevifolia,species,短葉水蜈蚣,KL_Plant_0000065,,,,,,, 
Brachiaria villosa,species,毛臂形草,KL_Plant_0000066,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Urochloa, 
Cynodon dactylon,species,狗牙根,KL_Plant_0000067,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cynodon, 
Digitaria fauriei,species,佛歐里馬唐,KL_Plant_0000068,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Digitaria,Digitaria fauriei Ohwi
Digitaria ciliaris,species,升馬唐,KL_Plant_0000069,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Digitaria, 
Digitaria henryi,species,亨利馬唐,KL_Plant_0000070,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Digitaria, 
Digitaria magna,species,大絨馬唐,KL_Plant_0000071,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Digitaria, 
Digitaria mollicoma,species,絨馬唐,KL_Plant_0000072,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Digitaria, 
Digitaria sanguinalis,species,馬唐,KL_Plant_0000073,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Digitaria, 
Digitaria sericea,species,絹毛馬唐,KL_Plant_0000074,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Digitaria, 
Imperata cylindrica var. major,variety,白茅,KL_Plant_0000075,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Imperata, 
Paspalum dilatatum,species,毛花雀稗,KL_Plant_0000076,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Paspalum, 
Paspalum distichum,species,雙穗雀稗,KL_Plant_0000077,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Paspalum, 
Paspalum orbiculare,species,圓果雀稗,KL_Plant_0000078,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Paspalum, 
Paspalum scrobiculatum,species,鴨姆草,KL_Plant_0000079,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Paspalum, 
Paspalum vaginatum,species,海雀稗,KL_Plant_0000080,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Paspalum, 
Pennisetum alopecuroides,species,狼尾草,KL_Plant_0000081,,,,,,, 
Eleusine indica,species,牛筋草,KL_Plant_0000082,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Eleusine, 
Setaria geniculata,species,莠狗尾草,KL_Plant_0000083,,,,,,, 
Setaria viridis,species,狗尾草,KL_Plant_0000084,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Setaria, 
Lepturus repens,species,細穗草,KL_Plant_0000085,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Lepturus, 
Zoysia japonica,species,日本芝,KL_Plant_0000086,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Zoysia, 
Zoysia sinica,species,中華結縷草,KL_Plant_0000087,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Zoysia, 
Zoysia tenuifolia,species,高麗芝,KL_Plant_0000088,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Zoysia, 
Lycianthes biflora,species,雙花龍葵,KL_Plant_0000089,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Lycianthes, 
Terminalia catappa,species,欖仁,KL_Plant_0000090,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia, 
Pemphis acidula,species,水芫花,KL_Plant_0000091,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Pemphis, 
Wedelia prostrata,species,天蓬草舅,KL_Plant_0000092,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Melanthera, 
Plantago virginica,species,毛車前草,KL_Plant_0000093,,,,,,,
Smilax china,species,菝葜,KL_Plant_0000094,,,,,,,
